,Reason 1,Reason 3,Reason 2,Reason 4,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Month,Day of the Week,Excessive Absenteeism
398,0,0,0,1,179,51,38,244.387,31,0,0,0,3,0,1
399,0,0,0,1,361,52,28,244.387,27,0,1,4,3,2,1
400,0,0,0,0,369,17,31,244.387,25,0,3,0,3,2,0
401,0,1,0,0,235,11,37,244.387,29,1,1,1,3,3,1
402,0,0,0,1,118,13,50,244.387,31,0,1,0,3,4,0
403,1,0,0,0,118,13,50,244.387,31,0,1,0,3,1,0
404,1,0,0,0,118,13,50,244.387,31,0,1,0,3,2,1
405,0,0,0,0,235,11,37,244.387,29,1,1,1,3,3,0
406,0,0,0,0,246,25,41,244.387,23,0,0,0,3,3,0
407,0,0,0,0,118,13,50,244.387,31,0,1,0,3,3,0
408,0,0,0,1,179,51,38,244.387,31,0,0,0,3,4,1
409,0,0,0,1,289,36,33,244.387,30,0,2,1,3,4,1
410,0,1,0,0,260,50,36,244.387,23,0,4,0,3,0,1
411,0,0,0,1,246,25,41,244.387,23,0,0,0,3,1,0
412,0,0,0,1,179,51,38,239.40900000000002,31,0,0,0,4,2,1
413,0,0,0,1,260,50,36,239.40900000000002,23,0,4,0,4,4,0
414,0,0,0,1,330,16,28,239.40900000000002,25,1,0,0,4,4,1
415,0,0,0,1,369,17,31,239.40900000000002,25,0,3,0,4,0,1
416,0,0,0,1,248,25,47,239.40900000000002,32,0,2,1,4,0,1
417,0,0,0,1,330,16,28,239.40900000000002,25,1,0,0,4,2,1
418,0,0,0,1,179,51,38,239.40900000000002,31,0,0,0,4,2,1
419,0,0,0,1,118,13,50,239.40900000000002,31,0,1,0,4,0,0
420,1,0,0,0,118,13,50,239.40900000000002,31,0,1,0,4,2,1
421,0,0,0,1,300,26,43,239.40900000000002,25,0,2,1,4,4,1
422,0,0,0,1,260,50,36,239.40900000000002,23,0,4,0,4,4,1
423,0,0,0,1,179,51,38,239.40900000000002,31,0,0,0,4,0,1
424,1,0,0,0,118,10,37,239.40900000000002,28,0,0,0,4,2,0
425,1,0,0,0,235,20,43,246.074,38,0,1,0,5,0,1
426,0,0,0,1,248,25,47,246.074,32,0,2,1,5,2,0
427,1,0,0,0,369,17,31,246.074,25,0,3,0,5,0,1
428,0,0,0,1,179,26,30,246.074,19,1,0,0,5,2,0
429,0,0,0,1,179,51,38,246.074,31,0,0,0,5,2,1
430,0,0,0,1,361,52,28,246.074,27,0,1,4,5,3,0
431,0,0,0,1,260,50,36,246.074,23,0,4,0,5,4,0
432,1,0,0,0,179,22,40,246.074,22,1,2,0,5,0,0
433,1,0,0,0,179,22,40,246.074,22,1,2,0,5,0,0
434,0,1,0,0,228,14,58,246.074,22,0,2,1,5,2,1
435,0,0,0,1,225,26,28,246.074,24,0,1,2,5,2,0
436,1,0,0,0,330,16,28,246.074,25,1,0,0,5,4,1
437,0,0,0,1,179,26,30,246.074,19,1,0,0,5,0,0
438,0,0,0,1,118,10,37,246.074,28,0,0,0,5,0,0
439,1,0,0,0,235,11,37,246.074,29,1,1,1,5,0,1
440,0,0,0,1,179,26,30,246.074,19,1,0,0,5,2,0
441,0,0,0,1,118,10,37,253.957,28,0,0,0,6,0,0
442,0,0,0,1,179,51,38,253.957,31,0,0,0,6,0,0
443,0,0,0,1,118,10,37,253.957,28,0,0,0,6,1,0
444,0,0,0,1,225,26,28,253.957,24,0,1,2,6,3,1
445,0,0,0,1,260,50,36,253.957,23,0,4,0,6,4,1
446,0,0,0,0,179,51,38,253.957,31,0,0,0,6,4,0
447,1,0,0,0,291,31,40,253.957,25,0,1,1,6,0,1
448,0,0,0,1,179,51,38,253.957,31,0,0,0,6,0,1
449,0,0,0,1,246,25,41,253.957,23,0,0,0,6,1,0
450,0,0,0,1,179,51,38,253.957,31,0,0,0,6,0,1
451,0,0,0,1,235,20,43,253.957,38,0,1,0,6,1,1
452,0,0,0,1,179,51,38,253.957,31,0,0,0,6,0,0
453,0,0,0,1,225,26,28,253.957,24,0,1,2,6,2,0
454,0,0,0,1,118,13,50,253.957,31,0,1,0,6,2,0
455,1,0,0,0,179,51,38,253.957,31,0,0,0,6,2,1
456,0,1,0,0,179,26,30,253.957,19,1,0,0,6,2,0
457,0,0,0,1,246,25,41,253.957,23,0,0,0,6,4,0
458,1,0,0,0,330,16,28,253.957,25,1,0,0,6,1,0
459,1,0,0,0,235,11,37,253.957,29,1,1,1,6,1,1
460,0,0,0,1,179,26,30,230.29,19,1,0,0,7,3,0
461,0,0,0,1,225,26,28,230.29,24,0,1,2,7,3,1
462,1,0,0,0,260,50,36,230.29,23,0,4,0,7,4,1
463,1,0,0,0,268,11,33,230.29,25,1,0,0,7,0,1
464,0,0,0,1,330,16,28,230.29,25,1,0,0,7,4,1
465,0,0,0,1,118,10,37,230.29,28,0,0,0,7,4,1
466,0,0,0,1,260,50,36,230.29,23,0,4,0,7,0,1
467,0,0,0,1,118,10,37,230.29,28,0,0,0,7,1,1
468,0,0,1,0,300,26,43,230.29,25,0,2,1,7,0,1
469,0,0,0,1,235,29,48,230.29,33,0,1,5,7,0,0
470,0,0,0,1,246,25,41,230.29,23,0,0,0,7,1,0
471,1,0,0,0,225,26,28,230.29,24,0,1,2,7,1,1
472,0,0,0,1,179,51,38,230.29,31,0,0,0,7,1,0
473,0,0,0,1,118,13,50,230.29,31,0,1,0,7,4,0
474,0,0,0,1,361,52,28,230.29,27,0,1,4,7,4,1
475,0,0,0,1,289,36,33,230.29,30,0,2,1,7,0,1
476,0,0,0,1,235,20,43,230.29,38,0,1,0,7,0,1
477,0,0,0,1,246,25,41,230.29,23,0,0,0,7,1,0
478,0,0,0,1,291,31,40,230.29,25,0,1,1,7,3,0
479,0,0,0,1,279,5,39,230.29,24,0,2,0,7,3,0
480,0,0,0,1,179,51,38,249.797,31,0,0,0,8,3,1
481,0,0,0,1,179,22,40,249.797,22,1,2,0,8,0,0
482,0,0,0,1,246,25,41,249.797,23,0,0,0,8,1,1
483,0,0,0,1,118,10,37,249.797,28,0,0,0,8,1,1
484,0,0,0,1,289,36,33,249.797,30,0,2,1,8,1,1
485,0,0,0,1,235,20,43,249.797,38,0,1,0,8,1,1
486,0,0,0,1,291,31,40,249.797,25,0,1,1,8,3,1
487,0,0,0,1,179,51,38,249.797,31,0,0,0,8,0,1
488,0,0,0,1,179,22,40,249.797,22,1,2,0,8,1,1
489,0,0,0,1,330,16,28,249.797,25,1,0,0,8,3,1
490,0,0,0,1,235,11,37,249.797,29,1,1,1,8,1,1
491,0,0,0,1,246,25,41,249.797,23,0,0,0,8,1,0
492,0,0,0,1,118,10,37,249.797,28,0,0,0,8,1,1
493,0,0,0,1,291,31,40,249.797,25,0,1,1,8,3,0
494,0,0,0,1,260,50,36,249.797,23,0,4,0,8,0,0
495,0,0,0,1,246,25,41,261.756,23,0,0,0,9,1,0
496,0,0,0,1,246,25,41,261.756,23,0,0,0,9,1,0
497,0,0,0,1,118,10,37,261.756,28,0,0,0,9,1,0
498,0,0,0,1,155,12,34,261.756,25,0,2,0,9,1,0
499,0,0,0,1,291,31,40,261.756,25,0,1,1,9,3,0
500,0,0,0,1,179,26,30,261.756,19,1,0,0,9,4,1
501,0,0,0,1,248,25,47,261.756,32,0,2,1,9,4,0
502,0,0,0,1,179,51,38,261.756,31,0,0,0,9,0,1
503,0,0,0,1,225,26,28,261.756,24,0,1,2,9,2,0
504,0,0,0,1,179,26,30,261.756,19,1,0,0,9,0,0
505,0,0,0,1,369,17,31,261.756,25,0,3,0,9,1,1
506,0,0,0,1,361,52,28,261.756,27,0,1,4,9,1,1
507,1,0,0,0,289,48,49,284.853,36,0,0,2,10,3,0
508,1,0,0,0,235,16,32,284.853,25,1,0,0,10,3,0
509,0,0,0,1,246,25,41,284.853,23,0,0,0,10,4,1
510,1,0,0,0,289,48,49,284.853,36,0,0,2,10,2,0
511,0,0,0,1,291,31,40,284.853,25,0,1,1,10,2,0
512,0,0,0,1,118,10,37,284.853,28,0,0,0,10,1,0
513,0,0,0,1,289,48,49,284.853,36,0,0,2,10,3,0
514,0,0,0,1,291,31,40,284.853,25,0,1,1,10,4,0
515,0,0,0,1,225,26,28,284.853,24,0,1,2,10,1,0
516,0,0,0,1,369,17,31,284.853,25,0,3,0,10,1,1
517,0,0,0,1,369,17,31,284.853,25,0,3,0,10,1,0
518,0,0,0,1,225,26,28,284.853,24,0,1,2,10,1,1
519,0,0,0,1,369,17,31,284.853,25,0,3,0,10,1,1
520,0,0,0,1,179,51,38,284.853,31,0,0,0,10,2,0
521,1,0,0,0,228,14,58,284.853,22,0,2,1,10,2,0
522,0,0,0,1,291,31,40,284.853,25,0,1,1,10,2,0
523,1,0,0,0,369,17,31,284.853,25,0,3,0,10,3,1
524,1,0,0,0,225,26,28,284.853,24,0,1,2,10,3,0
525,1,0,0,0,369,17,31,284.853,25,0,3,0,10,4,1
526,1,0,0,0,225,26,28,284.853,24,0,1,2,10,4,0
527,0,0,0,1,189,29,33,284.853,25,0,2,2,10,6,1
528,1,0,0,0,235,16,32,284.853,25,1,0,0,10,6,1
529,1,0,0,0,248,25,47,284.853,32,0,2,1,10,6,1
530,0,0,0,0,225,26,28,284.853,24,0,1,2,10,6,0
531,1,0,0,0,225,26,28,284.853,24,0,1,2,10,1,0
532,0,1,0,0,179,51,38,268.519,31,0,0,0,11,1,0
533,0,0,0,1,118,10,37,268.519,28,0,0,0,11,2,0
534,1,0,0,0,330,16,28,268.519,25,1,0,0,11,2,1
535,0,0,0,1,179,51,38,268.519,31,0,0,0,11,4,0
536,1,0,0,0,118,10,37,268.519,28,0,0,0,11,1,1
537,0,0,0,1,289,36,33,268.519,30,0,2,1,11,2,1
538,1,0,0,0,235,16,32,268.519,25,1,0,0,11,4,1
539,0,0,0,1,225,26,28,268.519,24,0,1,2,11,4,1
540,0,0,0,1,361,52,28,268.519,27,0,1,4,11,1,1
541,0,0,0,1,291,31,40,268.519,25,0,1,1,11,2,0
542,1,0,0,0,118,10,37,268.519,28,0,0,0,11,3,0
543,1,0,0,0,225,26,28,268.519,24,0,1,2,11,3,0
544,0,0,0,1,179,51,38,268.519,31,0,0,0,11,0,0
545,0,0,0,1,118,10,37,268.519,28,0,0,0,11,0,1
546,1,0,0,0,118,10,37,268.519,28,0,0,0,11,1,1
547,0,0,0,1,225,26,28,268.519,24,0,1,2,11,1,0
548,0,0,0,0,291,31,40,268.519,25,0,1,1,11,1,0
549,0,0,0,0,289,36,33,268.519,30,0,2,1,11,2,0
550,1,0,0,0,248,25,47,268.519,32,0,2,1,11,3,1
551,0,0,0,0,235,20,43,268.519,38,0,1,0,11,3,0
552,0,0,0,1,225,26,28,268.519,24,0,1,2,11,4,0
553,0,0,0,1,369,17,31,268.519,25,0,3,0,11,4,1
554,0,0,0,1,361,52,28,268.519,27,0,1,4,11,0,0
555,1,0,0,0,179,51,38,280.54900000000004,31,0,0,0,12,1,1
556,0,0,0,1,291,31,40,280.54900000000004,25,0,1,1,12,2,0
557,0,0,0,1,225,26,28,280.54900000000004,24,0,1,2,12,2,0
558,1,0,0,0,179,26,30,280.54900000000004,19,1,0,0,12,4,0
559,0,0,0,1,225,26,28,280.54900000000004,24,0,1,2,12,4,0
560,0,0,0,1,225,26,28,280.54900000000004,24,0,1,2,12,2,0
561,1,0,0,0,361,52,28,280.54900000000004,27,0,1,4,12,3,1
562,0,1,0,0,179,22,40,280.54900000000004,22,1,2,0,12,4,0
563,0,0,0,1,235,20,43,280.54900000000004,38,0,1,0,12,4,1
564,0,1,0,0,233,51,31,280.54900000000004,21,1,1,8,12,0,1
565,1,0,0,0,179,26,30,280.54900000000004,19,1,0,0,12,1,1
566,0,0,0,1,225,26,28,280.54900000000004,24,0,1,2,12,1,0
567,0,0,0,1,225,26,28,280.54900000000004,24,0,1,2,12,3,0
568,0,0,0,1,225,26,28,280.54900000000004,24,0,1,2,12,0,0
569,0,1,0,0,155,12,34,280.54900000000004,25,0,2,0,12,1,1
570,1,0,0,0,179,26,30,313.532,19,1,0,0,1,0,1
571,1,0,0,0,179,26,30,313.532,19,1,0,0,1,3,1
572,0,0,0,1,179,22,40,313.532,22,1,2,0,1,3,0
573,0,0,0,1,179,22,40,313.532,22,1,2,0,1,4,0
574,1,0,0,0,179,26,30,313.532,19,1,0,0,1,0,0
575,0,0,0,1,179,22,40,313.532,22,1,2,0,1,2,0
576,1,0,0,0,289,48,49,313.532,36,0,0,2,1,3,1
577,0,1,0,0,179,22,40,313.532,22,1,2,0,1,4,0
578,0,0,0,1,179,26,30,313.532,19,1,0,0,1,0,0
579,0,1,0,0,155,12,34,313.532,25,0,2,0,1,1,1
580,0,0,0,1,179,26,30,313.532,19,1,0,0,1,2,0
581,0,0,0,1,179,51,38,313.532,31,0,0,0,1,2,0
582,1,0,0,0,289,36,33,313.532,30,0,2,1,1,2,1
583,0,0,0,1,179,51,38,313.532,31,0,0,0,1,3,0
584,0,0,0,1,179,51,38,313.532,31,0,0,0,1,4,0
585,1,0,0,0,179,51,38,264.249,31,0,0,0,2,1,1
586,0,0,0,1,225,26,28,264.249,24,0,1,2,2,1,0
587,1,0,0,0,248,25,47,264.249,32,0,2,1,2,2,1
588,0,0,0,1,179,51,38,264.249,31,0,0,0,2,2,0
589,0,0,0,1,225,26,28,264.249,24,0,1,2,2,3,0
590,0,0,0,1,179,51,38,264.249,31,0,0,0,2,3,0
591,0,0,0,1,179,26,30,264.249,19,1,0,0,2,3,0
592,0,0,0,1,225,15,41,264.249,28,1,2,2,2,4,0
593,0,0,0,1,179,51,38,264.249,31,0,0,0,2,4,0
594,0,1,0,0,233,51,31,264.249,21,1,1,8,2,0,0
595,0,0,0,1,179,51,38,264.249,31,0,0,0,2,0,0
596,1,0,0,0,225,26,28,264.249,24,0,1,2,2,1,1
597,0,0,0,1,179,51,38,264.249,31,0,0,0,2,2,0
598,0,0,0,1,179,51,38,264.249,31,0,0,0,2,3,0
599,0,0,0,1,225,26,28,264.249,24,0,1,2,2,3,0
600,1,0,0,0,179,26,30,264.249,19,1,0,0,2,3,0
601,0,0,0,1,179,22,40,264.249,22,1,2,0,2,4,0
602,0,0,0,1,179,51,38,264.249,31,0,0,0,2,4,0
603,1,0,0,0,233,51,31,264.249,21,1,1,8,2,2,0
604,0,0,0,1,179,26,30,264.249,19,1,0,0,2,2,0
605,0,0,0,1,179,51,38,264.249,31,0,0,0,2,2,0
606,1,0,0,0,179,51,38,264.249,31,0,0,0,2,3,1
607,0,0,0,1,179,51,38,264.249,31,0,0,0,2,4,0
608,0,0,0,1,155,12,34,264.249,25,0,2,0,2,0,1
609,0,0,0,1,235,16,32,264.249,25,1,0,0,2,0,0
610,0,0,0,1,179,51,38,264.249,31,0,0,0,2,0,0
611,1,0,0,0,225,26,28,264.249,24,0,1,2,2,0,0
612,0,0,0,1,179,51,38,264.249,31,0,0,0,2,1,0
613,0,0,0,1,248,25,47,264.249,32,0,2,1,2,1,0
614,0,0,0,1,225,26,28,264.249,24,0,1,2,2,1,0
615,0,0,0,1,179,51,38,264.249,31,0,0,0,2,2,0
616,0,0,0,1,179,51,38,264.249,31,0,0,0,2,3,0
617,0,0,0,1,235,16,32,264.249,25,1,0,0,2,4,0
618,0,0,0,1,179,51,38,222.196,31,0,0,0,3,0,0
619,0,0,0,1,248,25,47,222.196,32,0,2,1,3,0,0
620,0,0,0,1,228,14,58,222.196,22,0,2,1,3,1,0
621,0,0,0,1,248,25,47,222.196,32,0,2,1,3,1,0
622,1,0,0,0,228,14,58,222.196,22,0,2,1,3,1,1
623,0,0,0,1,179,51,38,222.196,31,0,0,0,3,2,0
624,0,0,0,1,225,26,28,222.196,24,0,1,2,3,3,0
625,0,0,0,1,179,51,38,222.196,31,0,0,0,3,3,0
626,0,0,0,1,225,26,28,222.196,24,0,1,2,3,3,0
627,0,0,0,1,179,26,30,222.196,19,1,0,0,3,4,0
628,0,0,0,1,235,16,32,222.196,25,1,0,0,3,0,0
629,0,1,0,0,361,52,28,222.196,27,0,1,4,3,0,1
630,1,0,0,0,179,51,38,222.196,31,0,0,0,3,1,1
631,0,0,0,1,179,51,38,222.196,31,0,0,0,3,2,0
632,0,0,0,1,179,51,38,222.196,31,0,0,0,3,3,0
633,0,0,0,1,179,26,30,222.196,19,1,0,0,3,4,0
634,1,0,0,0,179,51,38,222.196,31,0,0,0,3,0,1
635,1,0,0,0,248,25,47,222.196,32,0,2,1,3,0,0
636,0,0,0,1,179,51,38,222.196,31,0,0,0,3,0,0
637,1,0,0,0,225,26,28,222.196,24,0,1,2,3,0,1
638,0,0,0,1,179,51,38,222.196,31,0,0,0,3,1,0
639,0,0,0,1,289,36,33,222.196,30,0,2,1,3,2,1
640,0,0,0,1,228,14,58,222.196,22,0,2,1,3,2,0
641,0,0,0,1,179,51,38,222.196,31,0,0,0,3,2,0
642,0,0,0,1,248,25,47,222.196,32,0,2,1,3,3,0
643,0,0,0,1,179,51,38,222.196,31,0,0,0,3,3,0
644,0,0,0,1,179,26,30,222.196,19,1,0,0,3,4,0
645,0,0,0,1,179,51,38,222.196,31,0,0,0,3,4,0
646,0,0,0,1,179,51,38,222.196,31,0,0,0,3,1,0
647,0,0,0,1,118,15,46,222.196,25,0,2,0,3,2,1
648,1,0,0,0,155,12,34,222.196,25,0,2,0,3,2,1
649,0,0,0,1,179,51,38,222.196,31,0,0,0,3,2,0
650,0,0,0,1,179,51,38,222.196,31,0,0,0,3,3,0
651,1,0,0,0,179,26,30,222.196,19,1,0,0,3,0,0
652,0,1,0,0,289,36,33,222.196,30,0,2,1,3,0,1
653,0,0,0,1,369,17,31,222.196,25,0,3,0,3,2,1
654,1,0,0,0,225,26,28,246.28799999999998,24,0,1,2,4,0,1
655,1,0,0,0,118,10,37,246.28799999999998,28,0,0,0,4,0,1
656,0,1,0,0,361,52,28,246.28799999999998,27,0,1,4,4,1,1
657,0,1,0,0,248,25,47,246.28799999999998,32,0,2,1,4,2,1
658,1,0,0,0,189,29,33,246.28799999999998,25,0,2,2,4,3,1
659,0,0,0,1,179,26,30,246.28799999999998,19,1,0,0,4,4,0
660,1,0,0,0,369,17,31,246.28799999999998,25,0,3,0,4,0,1
661,0,0,1,0,179,22,40,246.28799999999998,22,1,2,0,4,1,0
662,0,0,0,1,118,13,50,246.28799999999998,31,0,1,0,4,1,0
663,0,0,0,1,361,52,28,246.28799999999998,27,0,1,4,4,1,0
664,1,0,0,0,118,10,37,246.28799999999998,28,0,0,0,4,2,0
665,0,0,0,1,235,11,37,246.28799999999998,29,1,1,1,4,4,1
666,0,0,0,1,179,26,30,246.28799999999998,19,1,0,0,4,4,0
667,0,1,0,0,225,26,28,246.28799999999998,24,0,1,2,4,0,1
668,0,0,1,0,235,16,32,246.28799999999998,25,1,0,0,4,1,0
669,0,0,0,1,179,26,30,246.28799999999998,19,1,0,0,4,4,0
670,0,0,0,1,155,12,34,246.28799999999998,25,0,2,0,4,1,1
671,0,1,0,0,225,26,28,246.28799999999998,24,0,1,2,4,3,1
672,1,0,0,0,118,13,50,246.28799999999998,31,0,1,0,4,3,0
673,0,0,0,1,179,26,30,246.28799999999998,19,1,0,0,4,4,0
674,0,0,0,1,235,11,37,237.65599999999998,29,1,1,1,5,0,1
675,0,1,0,0,225,15,41,237.65599999999998,28,1,2,2,5,2,0
676,0,0,0,1,235,16,32,237.65599999999998,25,1,0,0,5,2,0
677,1,0,0,0,118,10,37,237.65599999999998,28,0,0,0,5,2,0
678,0,0,0,1,235,20,43,237.65599999999998,38,0,1,0,5,2,1
679,1,0,0,0,179,26,30,237.65599999999998,19,1,0,0,5,3,0
680,0,0,0,1,291,31,40,237.65599999999998,25,0,1,1,5,3,0
681,1,0,0,0,225,15,41,237.65599999999998,28,1,2,2,5,3,1
682,0,1,0,0,300,26,43,237.65599999999998,25,0,2,1,5,4,1
683,0,0,0,1,225,15,41,237.65599999999998,28,1,2,2,5,4,1
684,0,0,0,1,179,26,30,237.65599999999998,19,1,0,0,5,4,0
685,0,0,0,1,118,13,50,237.65599999999998,31,0,1,0,5,0,0
686,1,0,0,0,118,13,50,237.65599999999998,31,0,1,0,5,1,0
687,0,0,0,1,118,10,37,237.65599999999998,28,0,0,0,5,1,0
688,0,0,0,0,118,13,50,237.65599999999998,31,0,1,0,5,1,0
689,0,0,0,1,179,26,30,237.65599999999998,19,1,0,0,5,2,0
690,0,0,0,0,378,49,36,237.65599999999998,21,0,2,4,5,2,0
691,0,0,1,0,179,22,40,237.65599999999998,22,1,2,0,5,4,0
692,1,0,0,0,155,12,34,237.65599999999998,25,0,2,0,5,0,1
693,1,0,0,0,235,16,32,237.65599999999998,25,1,0,0,5,0,1
694,0,0,0,1,291,31,40,237.65599999999998,25,0,1,1,5,2,1
695,1,0,0,0,179,22,40,237.65599999999998,22,1,2,0,5,2,1
696,1,0,0,0,225,26,28,237.65599999999998,24,0,1,2,5,2,0
697,1,0,0,0,330,16,28,237.65599999999998,25,1,0,0,5,3,1
698,0,0,0,1,235,16,32,237.65599999999998,25,1,0,0,5,3,0
699,0,0,0,1,291,31,40,237.65599999999998,25,0,1,1,5,3,0
